species	latitude	longitude	stem_diameter_cm	height_m	crown_radius_m
Fagus sylvatica	46.01	11.44	5	6.7	2.05
Fagus sylvatica	46.03	11.44	5	11.1	2.9
Fagus sylvatica	46.03	11.44	5	14.2	4
Fagus sylvatica	46.03	11.44	5	5.7	2.1
Fagus sylvatica	46.03	11.44	5	8	4.15
Fagus sylvatica	46.03	11.44	5	8	4.15
Quercus ilex	46.05	10.99	5	7.1	1.05
Quercus ilex	46.05	10.99	5	5.8	1.05
Quercus ilex	46.05	10.99	5	4.9	1.9
Quercus ilex	46.05	10.99	5	5.4	1.2
Quercus ilex	46.05	10.99	5	4.7	1.35
Quercus ilex	46.05	10.99	5	5.5	1.45
Quercus ilex	46.05	10.99	5	8.8	1.75
Quercus ilex	46.05	10.99	5	6.3	1.8
Quercus ilex	46.05	10.99	5	5.1	1.65
Fagus sylvatica	46.05	11	5	11.5	3.3
Fagus sylvatica	46.05	11	5	12.2	4.9
Fagus sylvatica	46.05	11	5	4.2	3.15
Fagus sylvatica	46.05	11	5	13.7	4.35
Fagus sylvatica	46.05	11	5	12	2.9
Fagus sylvatica	46.05	11.01	5	19.8	3
Fagus sylvatica	46.05	11.01	5	20.1	4.25
Fagus sylvatica	46.05	11.01	5	17.2	2.8
Fagus sylvatica	46.05	11.01	5	17.6	3.65
Fagus sylvatica	46.05	11.01	5	17.2	2.8
Fagus sylvatica	46.06	11	5	12.8	3.8
Fagus sylvatica	46.06	11	5	13.1	4
Fagus sylvatica	46.06	11	5	12.8	3.8
Fagus sylvatica	46	11.43	5	9.4	0.95
Fagus sylvatica	46	11.43	5	16.1	1.85
Fagus sylvatica	46	11.43	5	8.1	0.65
Fagus sylvatica	46	11.43	5	8.8	1.45
Fagus sylvatica	46.01	11.44	6	14.8	2.3
Fagus sylvatica	46.01	11.44	6	5.6	2.15
Fagus sylvatica	46.03	11.44	6	14.2	4
Fagus sylvatica	46.03	11.44	6	14.2	4
Quercus ilex	46.05	10.99	6	5.2	1.3
Quercus ilex	46.05	10.99	6	7.5	1.35
Quercus ilex	46.05	10.99	6	8.8	1.75
Quercus ilex	46.05	10.99	6	5.1	1.65
Quercus ilex	46.05	10.99	6	4.9	1.15
Quercus ilex	46.05	10.99	6	7.1	1.35
Fagus sylvatica	46.05	11	6	12.2	4.9
Fagus sylvatica	46.05	11	6	5.9	2.2
Fagus sylvatica	46.05	11	6	10.1	3.45
Fagus sylvatica	46.05	11	6	13.7	4.35
Fagus sylvatica	46.05	11	6	15.1	4.4
Fagus sylvatica	46.05	11	6	12	2.9
Fagus sylvatica	46.05	11.01	6	10.7	1.45
Fagus sylvatica	46.06	11	6	13.1	4
Fagus sylvatica	46	11.43	6	7.4	1.05
Fagus sylvatica	46	11.43	6	12.8	0.8
Fagus sylvatica	46	11.43	6	9.6	0.65
Fagus sylvatica	46	11.43	6	5.6	0.55
Fagus sylvatica	46	11.43	6	10.1	1.1
Fagus sylvatica	46	11.43	6	8.8	1.35
Fagus sylvatica	46	11.43	6	7.7	1.35
Fagus sylvatica	46	11.43	6	12.1	1
Fagus sylvatica	46	11.43	6	10.1	1.1
Fagus sylvatica	46	11.43	6	9.1	0.9
Fagus sylvatica	46	11.43	6	16	2.1
Fagus sylvatica	46	11.43	6	11.2	1.05
Fagus sylvatica	46.01	11.44	7	12.4	0.95
Fagus sylvatica	46.01	11.44	7	7.5	2.75
Fagus sylvatica	46.01	11.44	7	5.9	1.7
Fagus sylvatica	46.01	11.44	7	12.5	1.7
Fagus sylvatica	46.02	11.44	7	19.6	1.95
Fagus sylvatica	46.03	11.44	7	7	3.9
Fagus sylvatica	46.03	11.44	7	11.1	2.9
Fagus sylvatica	46.03	11.44	7	7	3.9
Fagus sylvatica	46.03	11.44	7	14.2	4
Fagus sylvatica	46.03	11.44	7	8.2	2.9
Quercus ilex	46.05	10.99	7	7.1	1.25
Quercus ilex	46.05	10.99	7	6.4	1.35
Fagus sylvatica	46.05	11	7	12	2.9
Fagus sylvatica	46.05	11	7	12	3.25
Fagus sylvatica	46.05	11	7	13.8	3.85
Fagus sylvatica	46.05	11	7	14.4	4.4
Fagus sylvatica	46.05	11	7	16.9	3.65
Fagus sylvatica	46.05	11	7	12	3.25
Quercus ilex	46.05	11	7	5.1	1.2
Fagus sylvatica	46	11.43	7	10.9	1.7
Fagus sylvatica	46	11.43	7	9.5	1.8
Fagus sylvatica	46	11.43	7	11.2	1.6
Fagus sylvatica	46	11.43	7	8.2	1.75
Fagus sylvatica	46	11.43	7	10.8	2.3
Fagus sylvatica	46	11.43	7	12.5	0.95
Fagus sylvatica	46	11.43	7	16.1	1.85
Fagus sylvatica	46.01	11.44	8	13.1	1.75
Fagus sylvatica	46.01	11.44	8	20.1	2.3
Fagus sylvatica	46.01	11.44	8	16.1	2.2
Fagus sylvatica	46.01	11.44	8	10.1	3.35
Fagus sylvatica	46.01	11.44	8	10.6	1.6
Fagus sylvatica	46.01	11.44	8	9.8	1.7
Fagus sylvatica	46.01	11.44	8	8.7	2.55
Fagus sylvatica	46.01	11.44	8	13.3	1.95
Fagus sylvatica	46.01	11.44	8	6.1	2.25
Fagus sylvatica	46.01	11.44	8	14.7	2.2
Fagus sylvatica	46.01	11.44	8	7.5	2.1
Fagus sylvatica	46.03	11.44	8	11.1	2.9
Fagus sylvatica	46.03	11.44	8	11.1	2.9
Quercus ilex	46.05	10.99	8	5.2	1.85
Fagus sylvatica	46.05	11	8	13.7	4.35
Fagus sylvatica	46.05	11	8	17.1	3.35
Fagus sylvatica	46.05	11	8	15.1	4.4
Fagus sylvatica	46.05	11	8	10.9	1.9
Fagus sylvatica	46.05	11	8	9.5	1.8
Quercus ilex	46.05	11	8	8.5	2
Quercus ilex	46.05	11	8	4.6	1.6
Fagus sylvatica	46.05	11	8	11.5	3.3
Fagus sylvatica	46.05	11	8	10.2	2.15
Fagus sylvatica	46.05	11	8	12.2	4.9
Fagus sylvatica	46.05	11	8	10.5	2
Fagus sylvatica	46.05	11	8	14.4	4.4
Fagus sylvatica	46.05	11.01	8	17.6	3.65
Fagus sylvatica	46.06	11	8	8.7	2.55
Fagus sylvatica	46.06	11	8	13.1	4
Fagus sylvatica	46.06	11	8	12.8	3.8
Fagus sylvatica	46.06	11	8	8.7	2.55
Fagus sylvatica	46.06	11	8	7.7	1.6
Fagus sylvatica	46.29	10.77	8	7.8	1.4
Fagus sylvatica	46	11.42	8	11.6	2
Fagus sylvatica	46	11.42	8	10.2	2.25
Fagus sylvatica	46	11.42	8	10.4	2.35
Fagus sylvatica	46	11.43	8	14.9	0.95
Fagus sylvatica	46	11.43	8	11.5	2.3
Fagus sylvatica	46	11.43	8	10.8	1.95
Fagus sylvatica	46	11.43	8	14.6	0.6
Fagus sylvatica	46	11.43	8	16.8	1.25
Fagus sylvatica	46	11.43	8	11.9	1.75
Fagus sylvatica	46.01	11.43	9	13.1	1.75
Fagus sylvatica	46.01	11.43	9	13.7	1.5
Fagus sylvatica	46.01	11.44	9	6.8	2.6
Fagus sylvatica	46.01	11.44	9	6.4	2.9
Fagus sylvatica	46.01	11.44	9	11.1	2.25
Fagus sylvatica	46.03	11.44	9	14.2	4
Fagus sylvatica	46.03	11.44	9	10.4	2.45
Fagus sylvatica	46.05	11	9	13.7	4.35
Fagus sylvatica	46.05	11	9	10.9	1.9
Fagus sylvatica	46.05	11	9	15	3.8
Fagus sylvatica	46.06	11	9	12.8	3.8
Fagus sylvatica	46	11.42	9	10.9	2.2
Fagus sylvatica	46	11.43	9	6.8	1.25
Fagus sylvatica	46	11.43	9	20	3.35
Fagus sylvatica	46	11.43	9	17.6	1.8
Fagus sylvatica	46	11.43	9	13.9	0.7
Fagus sylvatica	46	11.43	9	15.8	1.55
Fagus sylvatica	46.01	11.44	10	11.5	3.35
Fagus sylvatica	46.01	11.44	10	12	1.75
Fagus sylvatica	46.01	11.44	10	14.9	2.75
Fagus sylvatica	46.01	11.44	10	13.3	2.5
Fagus sylvatica	46.01	11.44	10	16.7	2.5
Fagus sylvatica	46.02	11.44	10	14.2	2.75
Fagus sylvatica	46.02	11.44	10	24.2	4.65
Fagus sylvatica	46.03	11.44	10	7	3.9
Fagus sylvatica	46.05	11	10	14.4	4.4
Fagus sylvatica	46.05	11	10	10	3.1
Fagus sylvatica	46.06	11	10	12.8	3.8
Fagus sylvatica	46.06	11	10	12.8	3.8
Fagus sylvatica	46.06	11	10	13.1	4
Fagus sylvatica	46	11.43	10	20.3	1.95
Fagus sylvatica	46	11.43	10	11.9	2.2
Fagus sylvatica	46	11.43	10	16.2	1.7
Fagus sylvatica	46	11.43	10	14.3	2.75
Fagus sylvatica	46.01	11.44	11	6.8	2.6
Fagus sylvatica	46.02	11.43	11	12.7	3.25
Fagus sylvatica	46.02	11.43	11	15.4	1.6
Fagus sylvatica	46.02	11.44	11	13.5	1.45
Fagus sylvatica	46.02	11.44	11	15	2.2
Fagus sylvatica	46.02	11.44	11	16.7	1.45
Fagus sylvatica	46.02	11.44	11	12.5	2.1
Fagus sylvatica	46.03	11.44	11	14.2	4
Fagus sylvatica	46.05	11	11	11.5	3.3
Fagus sylvatica	46.05	11	11	13.7	4.35
Fagus sylvatica	46.05	11	11	13.8	3.85
Fagus sylvatica	46.06	11	11	8.7	2.55
Fagus sylvatica	46	11.42	11	16.4	2.8
Fagus sylvatica	46	11.42	11	12.3	3.4
Fagus sylvatica	46	11.43	11	11.1	1.1
Fagus sylvatica	46	11.43	11	17.8	1.7
Fagus sylvatica	46	11.43	11	15.5	1.05
Fagus sylvatica	46	11.43	11	13.6	1.25
Fagus sylvatica	46	11.43	11	12.4	1.05
Fagus sylvatica	46	11.43	11	16.8	1.9
Fagus sylvatica	46	11.43	11	15.8	1.1
Fagus sylvatica	46	11.43	11	12.4	1.45
Fagus sylvatica	46	11.43	11	11.2	1.7
Fagus sylvatica	46.01	11.44	12	16.8	2.1
Fagus sylvatica	46.01	11.44	12	22.8	2
Fagus sylvatica	46.02	11.43	12	14	2.7
Fagus sylvatica	46.02	11.43	12	15.1	2.1
Fagus sylvatica	46.02	11.44	12	15.8	2.75
Fagus sylvatica	46.02	11.44	12	19.6	1.95
Fagus sylvatica	46.05	11	12	13.7	4.35
Fagus sylvatica	46.05	11	12	14.4	4.4
Fagus sylvatica	46.05	11	12	15.1	4.4
Fagus sylvatica	46.05	11	12	13.7	4.35
Fagus sylvatica	46.05	11.01	12	16.2	2.45
Fagus sylvatica	46.05	11.01	12	10.7	1.45
Fagus sylvatica	46.06	11	12	12.8	3.8
Fagus sylvatica	46	11.42	12	15.5	2.5
Fagus sylvatica	46	11.42	12	12.6	2.6
Fagus sylvatica	46	11.43	12	13.5	1.15
Fagus sylvatica	46	11.43	12	16.2	1.85
Fagus sylvatica	46	11.43	12	15.9	1.8
Fagus sylvatica	46.01	11.44	13	17.8	2.65
Fagus sylvatica	46.01	11.44	13	12.2	4.45
Fagus sylvatica	46.01	11.44	13	16.5	3.2
Fagus sylvatica	46.01	11.44	13	13.6	4.6
Fagus sylvatica	46.01	11.44	13	11.5	2.5
Fagus sylvatica	46.01	11.44	13	13.9	3.25
Fagus sylvatica	46.01	11.44	13	20.9	2
Fagus sylvatica	46.01	11.44	13	14	2.65
Fagus sylvatica	46.01	11.44	13	13.2	2.45
Fagus sylvatica	46.05	11	13	9.7	3.25
Fagus sylvatica	46.05	11.01	13	17.1	3.4
Fagus sylvatica	46.05	11.01	13	7.9	1.85
Fagus sylvatica	46.05	11.01	13	14.1	1
Fagus sylvatica	46.06	11	13	13.1	4
Fagus sylvatica	46	11.42	13	16.6	3
Fagus sylvatica	46	11.43	13	19.8	1.65
Fagus sylvatica	46	11.43	13	16.7	1.1
Fagus sylvatica	46	11.43	13	13.7	1.8
Fagus sylvatica	46	11.43	13	16	2.1
Fagus sylvatica	46	11.43	13	15.7	2.35
Fagus sylvatica	46	11.43	13	15.3	1.65
Fagus sylvatica	46	11.43	13	16.1	1.85
Fagus sylvatica	46.01	11.44	14	27.9	2.55
Fagus sylvatica	46.01	11.44	14	14.1	2.35
Fagus sylvatica	46.01	11.44	14	15.3	3.05
Fagus sylvatica	46.01	11.44	14	21.8	2.15
Fagus sylvatica	46.02	11.43	14	17.4	2.55
Fagus sylvatica	46.02	11.43	14	12.9	3.25
Fagus sylvatica	46.02	11.44	14	17.5	1.7
Fagus sylvatica	46.02	11.44	14	20.3	1.8
Fagus sylvatica	46.03	11.43	14	10.5	1.85
Fagus sylvatica	46.05	11	14	10.1	3.45
Fagus sylvatica	46.05	11	14	12	3.25
Fagus sylvatica	46.05	11	14	13.7	4.35
Fagus sylvatica	46.05	11	14	15.6	4.6
Fagus sylvatica	46.05	11	14	13.8	3.85
Fagus sylvatica	46.05	11.01	14	17.9	2.9
Fagus sylvatica	46.05	11.01	14	10	2.95
Fagus sylvatica	46.05	11.01	14	13.1	2.35
Fagus sylvatica	46.05	11.01	14	15.9	2.3
Fagus sylvatica	46.06	11	14	9.4	1.65
Fagus sylvatica	46	11.42	14	13.8	2.6
Fagus sylvatica	46	11.43	14	16.2	1.05
Fagus sylvatica	46	11.43	14	16.1	1.55
Fagus sylvatica	46.01	11.43	15	18.2	1.85
Fagus sylvatica	46.01	11.43	15	21.7	1.9
Fagus sylvatica	46.01	11.44	15	16.5	3.35
Fagus sylvatica	46.01	11.44	15	11	2.95
Fagus sylvatica	46.01	11.44	15	17.7	3.1
Fagus sylvatica	46.01	11.44	15	16.5	3.2
Fagus sylvatica	46.02	11.43	15	14.1	2.15
Fagus sylvatica	46.02	11.44	15	18.3	1.05
Fagus sylvatica	46.03	11.43	15	19.5	3.3
Fagus sylvatica	46.05	11	15	11.3	3.65
Fagus sylvatica	46.05	11	15	12	3.25
Fagus sylvatica	46.05	11	15	15.6	4.6
Fagus sylvatica	46.05	11	15	12.6	3.9
Fagus sylvatica	46.05	11.01	15	15.9	2.3
Fagus sylvatica	46.06	11	15	12.8	3.8
Fagus sylvatica	46	11.42	15	14.3	3.15
Fagus sylvatica	46	11.43	15	14.7	0.95
Fagus sylvatica	46	11.43	15	16.2	1.7
Fagus sylvatica	46	11.43	15	16.5	2.45
Fagus sylvatica	46	11.43	15	19.8	2
Fagus sylvatica	46	11.43	15	17.6	1.8
Fagus sylvatica	46.01	11.43	16	17.2	2.35
Fagus sylvatica	46.01	11.44	16	23.6	1.9
Fagus sylvatica	46.01	11.44	16	16.5	3.2
Fagus sylvatica	46.01	11.44	16	23.2	1.95
Fagus sylvatica	46.01	11.44	16	13.8	3.25
Fagus sylvatica	46.01	11.44	16	23.4	2.65
Fagus sylvatica	46.01	11.44	16	12.9	3.25
Fagus sylvatica	46.01	11.44	16	24	2.55
Fagus sylvatica	46.01	11.44	16	21	2.25
Fagus sylvatica	46.02	11.43	16	13.4	2.85
Fagus sylvatica	46.02	11.44	16	18.2	3
Fagus sylvatica	46.02	11.44	16	15.2	1.85
Fagus sylvatica	46.02	11.44	16	19.3	1.35
Fagus sylvatica	46.03	11.44	16	12.5	6
Fagus sylvatica	46.05	11	16	12.2	4.9
Fagus sylvatica	46.05	11	16	15.6	4.6
Fagus sylvatica	46.05	11	16	14.4	4.4
Fagus sylvatica	46.05	11.01	16	12.8	3.1
Fagus sylvatica	46.05	11.01	16	10.8	1.35
Fagus sylvatica	46.06	11	16	12.8	3.8
Fagus sylvatica	46.29	10.77	16	8.6	1.3
Fagus sylvatica	46	11.42	16	13.4	2.8
Fagus sylvatica	46	11.42	16	14.2	3.55
Fagus sylvatica	46	11.42	16	14.5	2.5
Fagus sylvatica	46	11.43	16	19.3	1.4
Fagus sylvatica	46	11.43	16	12.9	1.9
Fagus sylvatica	46	11.43	16	16.1	2.65
Fagus sylvatica	46.05	11	16.5	12.2	4.9
Fagus sylvatica	46.05	11.01	16.8	13.3	1.2
Fagus sylvatica	46.01	11.44	17	22.4	2.1
Fagus sylvatica	46.01	11.44	17	24.2	1.9
Fagus sylvatica	46.01	11.44	17	26.4	1.35
Fagus sylvatica	46.01	11.44	17	21.5	3.5
Fagus sylvatica	46.01	11.44	17	20.6	3.15
Fagus sylvatica	46.01	11.44	17	24.4	2.6
Fagus sylvatica	46.01	11.44	17	12.5	4.2
Fagus sylvatica	46.01	11.44	17	27.9	2.55
Fagus sylvatica	46.01	11.44	17	23.9	1.95
Fagus sylvatica	46.02	11.43	17	14.2	3.05
Fagus sylvatica	46.02	11.43	17	17.4	2.55
Fagus sylvatica	46.02	11.43	17	17.6	2.35
Fagus sylvatica	46.02	11.43	17	16.5	2
Fagus sylvatica	46.02	11.44	17	18.9	1.5
Fagus sylvatica	46.02	11.44	17	22.9	3.55
Fagus sylvatica	46.02	11.44	17	20	2.4
Fagus sylvatica	46.02	11.44	17	17	2.35
Fagus sylvatica	46.02	11.44	17	15.4	2.2
Fagus sylvatica	46.05	11	17	9.5	1.8
Fagus sylvatica	46.05	11	17	12.6	3.9
Fagus sylvatica	46.05	11	17	13.7	4.35
Fagus sylvatica	46.05	11.01	17	20.9	5.2
Fagus sylvatica	46.05	11.01	17	14.2	2
Fagus sylvatica	46.05	11.01	17	18.6	1.25
Fagus sylvatica	46.06	11	17	12.8	3.8
Fagus sylvatica	46	11.42	17	19.2	4.05
Fagus sylvatica	46	11.43	17	19.1	2.45
Fagus sylvatica	46	11.43	17	16.7	2.55
Fagus sylvatica	46	11.43	17	17.4	0.8
Fagus sylvatica	46	11.43	17	19.5	2
Fagus sylvatica	46.02	11.44	17.5	17.2	1.95
Fagus sylvatica	46.05	11	17.5	13.7	4.35
Fagus sylvatica	46.05	11.01	17.5	20.3	2.55
Fagus sylvatica	46.05	11.01	17.5	12.4	3
Fagus sylvatica	46	11.43	17.5	20.3	1.85
Fagus sylvatica	46.01	11.43	18	20.6	1.55
Fagus sylvatica	46.01	11.44	18	24.6	2.15
Fagus sylvatica	46.01	11.44	18	16.5	3.2
Fagus sylvatica	46.02	11.43	18	19	2.95
Fagus sylvatica	46.02	11.43	18	18.5	2.85
Fagus sylvatica	46.05	11	18	16.8	3.35
Fagus sylvatica	46.05	11.01	18	13.3	1.25
Fagus sylvatica	46.01	11.44	18.5	21.9	3.2
Fagus sylvatica	46.01	11.44	18.5	25	2.9
Fagus sylvatica	46.01	11.44	18.5	26.2	2.5
Fagus sylvatica	46.01	11.44	18.5	25.2	2.5
Fagus sylvatica	46.02	11.43	18.5	16.2	1.95
Fagus sylvatica	46.02	11.44	18.5	16.3	2.85
Fagus sylvatica	46.02	11.44	18.5	19.6	1.95
Fagus sylvatica	46.02	11.44	18.5	16.5	3
Fagus sylvatica	46.05	11.01	18.8	16.2	2.45
Fagus sylvatica	46.01	11.43	19	22.3	2.65
Fagus sylvatica	46.01	11.43	19	19	2.8
Fagus sylvatica	46.01	11.44	19	18.2	2
Fagus sylvatica	46.02	11.43	19	15.7	1.85
Fagus sylvatica	46.02	11.43	19	16.6	2.5
Fagus sylvatica	46.03	11.43	19	21.4	1.9
Fagus sylvatica	46.03	11.44	19	10.5	6
Fagus sylvatica	46.05	11	19	12	4.1
Fagus sylvatica	46.05	11.01	19	15.7	2
Fagus sylvatica	46.29	10.77	19	10.6	1.8
Fagus sylvatica	46	11.43	19	20	3.35
Fagus sylvatica	46	11.43	19	16.7	3.85
Fagus sylvatica	46.01	11.43	19.5	17.7	2.25
Fagus sylvatica	46.01	11.43	19.5	21.3	2.1
Fagus sylvatica	46.01	11.44	19.5	24.6	2.35
Fagus sylvatica	46.01	11.44	19.5	21.4	1.8
Fagus sylvatica	46.01	11.44	19.5	27.1	2.45
Fagus sylvatica	46.02	11.44	19.5	19.4	1.65
Fagus sylvatica	46.02	11.44	19.5	16.3	1.95
Fagus sylvatica	46.05	11	19.5	15.6	4.6
Fagus sylvatica	46.05	11.01	19.5	16.3	2.35
Fagus sylvatica	46.05	11.01	19.5	16	1.8
Fagus sylvatica	46	11.42	19.5	18.4	3.45
Fagus sylvatica	46	11.43	19.5	18.2	2.55
Fagus sylvatica	46.01	11.43	20	18.6	2.15
Fagus sylvatica	46.01	11.43	20	17.1	3.1
Fagus sylvatica	46.02	11.43	20	20.6	2.35
Fagus sylvatica	46.03	11.42	20	23.8	3.6
Fagus sylvatica	46.03	11.43	20	20.6	4.35
Fagus sylvatica	46.06	11.01	20	16.9	1.55
Fagus sylvatica	46	11.42	20	20.2	4.05
Fagus sylvatica	46.01	11.43	20.5	22.6	3.1
Fagus sylvatica	46.03	11.42	20.5	24.9	3.6
Fagus sylvatica	46.05	11.01	20.5	13.1	1.9
Fagus sylvatica	46.05	11.01	20.5	11.1	3.65
Fagus sylvatica	46.05	11.01	20.5	19.3	2.7
Fagus sylvatica	46.06	11.01	20.5	15.9	1.85
Fagus sylvatica	46.01	11.43	21	21.3	2.35
Fagus sylvatica	46.01	11.44	21	26.2	2.25
Fagus sylvatica	46.01	11.44	21	20.9	3.1
Fagus sylvatica	46.02	11.43	21	20.5	2.65
Fagus sylvatica	46.02	11.44	21	13.8	2.85
Fagus sylvatica	46.03	11.43	21	16.9	2.55
Fagus sylvatica	46.03	11.43	21	19.5	3.45
Fagus sylvatica	46.05	11	21	15.9	2.85
Fagus sylvatica	46.05	11.01	21	16.5	3.5
Fagus sylvatica	46.06	11	21	15.8	1.85
Fagus sylvatica	46.06	11.01	21	15.7	2.55
Fagus sylvatica	46	11.42	21	20.5	4.25
Fagus sylvatica	46	11.43	21	20.9	2.3
Fagus sylvatica	46	11.43	21	21.1	2.85
Fagus sylvatica	46.01	11.43	21.5	22.7	3.2
Fagus sylvatica	46.01	11.44	21.5	28.2	2.3
Fagus sylvatica	46.01	11.44	21.5	20.1	2.2
Fagus sylvatica	46.01	11.44	21.5	24.8	2.25
Fagus sylvatica	46.02	11.44	21.5	14.3	3.1
Fagus sylvatica	46.02	11.44	21.5	16.4	5.05
Quercus ilex	46.05	10.99	21.5	13.6	2.05
Fagus sylvatica	46.05	11	21.5	17.1	3.35
Fagus sylvatica	46.05	11.01	21.5	20.2	3.5
Fagus sylvatica	46.05	11.01	21.5	17.4	2.15
Fagus sylvatica	46.05	11.01	21.5	17.2	1.85
Fagus sylvatica	46.06	11.01	21.5	16.5	2
Fagus sylvatica	46.06	11.01	21.5	16.3	2.35
Fagus sylvatica	46.06	11.01	21.5	15	2.55
Fagus sylvatica	46.06	11.01	21.5	14.6	2.4
Fagus sylvatica	46.01	11.43	22	21.5	3.4
Fagus sylvatica	46.01	11.43	22	21.2	2.8
Fagus sylvatica	46.01	11.43	22	19	2.7
Fagus sylvatica	46.01	11.43	22	20.4	2.2
Fagus sylvatica	46.01	11.44	22	15.4	2.65
Fagus sylvatica	46.01	11.44	22	24.6	2.15
Fagus sylvatica	46.02	11.43	22	18.6	2.25
Fagus sylvatica	46.02	11.44	22	17.6	3.5
Fagus sylvatica	46.02	11.44	22	19.1	3.35
Fagus sylvatica	46.03	11.43	22	15.3	4.15
Fagus sylvatica	46.03	11.43	22	17.8	3.4
Fagus sylvatica	46.03	11.43	22	18.5	1.65
Fagus sylvatica	46.05	11	22	15	4.4
Fagus sylvatica	46.05	11	22	15.1	4.4
Fagus sylvatica	46.05	11.01	22	16.8	2.05
Fagus sylvatica	46.05	11.01	22	17.8	1.95
Fagus sylvatica	46.06	11.01	22	13.8	1.95
Fagus sylvatica	46	11.42	22	21.3	5.25
Fagus sylvatica	46	11.43	22	19.6	2.95
Fagus sylvatica	46.01	11.44	22.5	24.9	2.6
Fagus sylvatica	46.02	11.43	22.5	17.2	3.35
Fagus sylvatica	46.03	11.43	22.5	22.3	3.7
Fagus sylvatica	46.05	11.01	22.5	11.9	4.25
Fagus sylvatica	46.05	11.01	22.5	18	2.25
Fagus sylvatica	46.05	11.01	22.5	17.4	3
Fagus sylvatica	46.06	11	22.5	19.2	2.15
Fagus sylvatica	46.06	11.01	22.5	17.8	1.7
Fagus sylvatica	46.06	11.01	22.5	21.3	1.25
Fagus sylvatica	46.06	11.01	22.5	19.4	2.1
Fagus sylvatica	46.01	11.43	23	17.6	2.2
Fagus sylvatica	46.01	11.44	23	25.3	2.45
Fagus sylvatica	46.02	11.43	23	16.3	2.6
Fagus sylvatica	46.02	11.43	23	18.4	2.65
Fagus sylvatica	46.02	11.44	23	21.9	2.75
Fagus sylvatica	46.02	11.44	23	21.4	0.85
Fagus sylvatica	46.02	11.44	23	16.5	2.6
Fagus sylvatica	46.03	11.43	23	14.1	3.15
Fagus sylvatica	46.05	11	23	12.2	4.9
Fagus sylvatica	46.05	11	23	16	4.1
Fagus sylvatica	46.05	11.01	23	17.7	3.5
Fagus sylvatica	46.05	11.01	23	13.1	2.45
Fagus sylvatica	46.05	11.01	23	14.8	1.85
Fagus sylvatica	46.05	11.01	23	18.2	2.4
Fagus sylvatica	46.06	11.01	23	18	2.3
Fagus sylvatica	46.01	11.43	23.5	21.2	4.05
Fagus sylvatica	46.01	11.43	23.5	18	3.3
Fagus sylvatica	46.01	11.43	23.5	21.5	2.85
Fagus sylvatica	46.01	11.44	23.5	17.3	4.55
Fagus sylvatica	46.02	11.43	23.5	17.7	2.55
Fagus sylvatica	46.02	11.44	23.5	14.7	3.6
Fagus sylvatica	46.02	11.44	23.5	24.2	4.65
Fagus sylvatica	46.03	11.43	23.5	18	4.15
Fagus sylvatica	46.05	11	23.5	15.7	4.1
Fagus sylvatica	46.05	11.01	23.5	17.5	2
Fagus sylvatica	46.05	11.01	23.5	17.3	2.25
Fagus sylvatica	46.01	11.43	24	20.7	2.85
Fagus sylvatica	46.02	11.43	24	18.8	3.85
Fagus sylvatica	46.03	11.42	24	25.4	3.55
Fagus sylvatica	46.05	11.01	24	17.7	1.8
Fagus sylvatica	46.06	11.01	24	19.4	1.5
Fagus sylvatica	46.06	11.01	24	16.4	2.55
Fagus sylvatica	46.06	11.01	24	16.1	1.9
Fagus sylvatica	46	11.43	24	19.7	1.45
Fagus sylvatica	46.01	11.43	24.5	22.6	3.25
Fagus sylvatica	46.01	11.43	24.5	21.5	4.1
Fagus sylvatica	46.01	11.44	24.5	23.6	3.55
Fagus sylvatica	46.01	11.44	24.5	20	2.65
Fagus sylvatica	46.02	11.44	24.5	20.2	2.05
Fagus sylvatica	46.02	11.44	24.5	22.1	2.25
Fagus sylvatica	46.02	11.44	24.5	17.3	1.8
Fagus sylvatica	46.02	11.44	24.5	18.7	2.8
Fagus sylvatica	46.02	11.44	24.5	16.2	5.05
Fagus sylvatica	46.03	11.42	24.5	22.7	2.7
Fagus sylvatica	46.05	11.01	24.5	17.8	1.65
Fagus sylvatica	46.05	11.01	24.5	17.4	2.45
Fagus sylvatica	46.05	11.01	24.5	18.4	2.4
Fagus sylvatica	46.06	11	24.5	15.5	3.05
Fagus sylvatica	46.06	11.01	24.5	16.7	2.55
Fagus sylvatica	46.01	11.43	25	20.8	4.15
Fagus sylvatica	46.01	11.43	25	19.5	3.2
Fagus sylvatica	46.01	11.44	25	27.6	2.8
Fagus sylvatica	46.01	11.44	25	24.6	3.15
Fagus sylvatica	46.02	11.44	25	20.2	3.95
Fagus sylvatica	46.03	11.43	25	17	3
Fagus sylvatica	46.03	11.43	25	18.3	4.35
Fagus sylvatica	46.05	11	25	10.7	3.05
Fagus sylvatica	46.05	11.01	25	17.6	2.3
Fagus sylvatica	46.05	11.01	25	13	3.15
Fagus sylvatica	46.05	11.01	25	20	3.5
Fagus sylvatica	46.05	11.01	25	21.2	1.6
Fagus sylvatica	46.05	11.01	25	17.2	2.1
Fagus sylvatica	46.05	11.01	25	13	3.4
Fagus sylvatica	46.06	11.01	25	14.5	3.05
Fagus sylvatica	46.01	11.43	25.5	24.7	4.6
Fagus sylvatica	46.01	11.44	25.5	28.3	3.1
Fagus sylvatica	46.01	11.44	25.5	19.6	2.9
Fagus sylvatica	46.01	11.44	25.5	25.6	3.55
