species	latitude	longitude	stem_diameter_cm	height_m	crown_radius_m
Quercus ilex	35.634	73.463	13.7	2.1	NA
Quercus ilex	35.737	73.673	13.7	5.3	NA
Quercus ilex	35.74	73.674	13.7	4.2	NA
Fagus sylvatica	49.45	11.498	13.7	13.9	3.45
Quercus ilex	35.726	73.648	13.8	13.9	NA
Fagus sylvatica	49.507	11.503	13.8	10.8	1.9
Quercus ilex	35.308	74.071	14	5.2	NA
Quercus ilex	35.308	74.071	14	5.1	NA
Quercus ilex	35.308	74.071	14	5	NA
Quercus ilex	35.38	73.808	14	3.1	NA
Quercus ilex	35.383	73.807	14	3.2	NA
Quercus ilex	35.385	73.803	14	3.5	NA
Quercus ilex	35.385	73.803	14	5	NA
Quercus ilex	35.385	73.803	14	5	NA
Quercus ilex	35.385	73.803	14	5	NA
Quercus ilex	35.517	74.306	14	5.5	NA
Quercus ilex	35.517	74.306	14	5	NA
Quercus ilex	35.517	74.306	14	4	NA
Quercus ilex	35.609	73.423	14	5	NA
Quercus ilex	35.61	73.437	14	5.5	NA
Quercus ilex	35.61	73.437	14	7	NA
Quercus ilex	35.61	73.437	14	7.5	NA
Quercus ilex	35.61	73.437	14	7.5	NA
Quercus ilex	35.61	73.437	14	7.5	NA
Quercus ilex	35.61	73.437	14	5	NA
Quercus ilex	35.61	73.437	14	7.5	NA
Quercus ilex	35.611	73.445	14	4.5	NA
Quercus ilex	35.611	73.445	14	4	NA
Quercus ilex	35.615	73.451	14	4.5	NA
Quercus ilex	35.615	73.451	14	8	NA
Quercus ilex	35.634	73.46	14	5.1	NA
Quercus ilex	35.634	73.46	14	5.9	NA
Quercus ilex	35.651	73.536	14	5.5	NA
Quercus ilex	35.654	73.534	14	10	NA
Quercus ilex	35.654	73.534	14	9	NA
Quercus ilex	35.654	73.534	14	9.5	NA
Quercus ilex	35.708	73.405	14	5.9	NA
Quercus ilex	35.708	73.405	14	5.3	NA
Quercus ilex	35.725	73.398	14	8.3	NA
Quercus ilex	35.725	73.398	14	6	NA
Quercus ilex	35.727	73.382	14	4	NA
Quercus ilex	35.727	73.628	14	4.9	NA
Quercus ilex	35.727	73.628	14	4.8	NA
Quercus ilex	35.727	73.628	14	4.1	NA
Quercus ilex	35.727	73.628	14	4.8	NA
Quercus ilex	35.727	73.628	14	4.3	NA
Quercus ilex	35.727	73.628	14	4.1	NA
Quercus ilex	35.727	73.628	14	3.6	NA
Quercus ilex	35.727	73.628	14	5.3	NA
Quercus ilex	35.728	73.658	14	7.4	NA
Quercus ilex	35.728	73.658	14	11.3	NA
Quercus ilex	35.733	73.626	14	2.7	NA
Quercus ilex	35.733	73.626	14	4.8	NA
Quercus ilex	35.733	73.626	14	4.1	NA
Quercus ilex	35.733	73.626	14	3.6	NA
Quercus ilex	35.733	73.626	14	3.4	NA
Quercus ilex	35.734	73.665	14	8.7	NA
Quercus ilex	35.734	73.665	14	10	NA
Quercus ilex	35.734	73.665	14	10	NA
Quercus ilex	35.734	73.665	14	12.9	NA
Quercus ilex	35.737	73.663	14	5.7	NA
Quercus ilex	35.737	73.673	14	7	NA
Quercus ilex	35.74	73.674	14	4	NA
Quercus ilex	35.747	73.668	14	3.5	NA
Quercus ilex	35.747	73.674	14	2.4	NA
Quercus ilex	35.763	73.414	14	3.7	NA
Quercus ilex	35.763	73.414	14	4.2	NA
Quercus ilex	35.767	73.367	14	6.5	NA
Quercus ilex	35.767	73.367	14	7.5	NA
Quercus ilex	35.767	73.367	14	9	NA
Quercus ilex	35.752	73.668	14.2	4.9	NA
Quercus ilex	35.753	73.677	14.2	6	NA
Fagus sylvatica	49.497	11.516	14.2	19.8	2
Fagus sylvatica	49.507	11.503	14.2	6.3	2.5
Fagus sylvatica	49.507	11.503	14.2	17.7	3.75
Quercus ilex	35.708	73.405	14.3	5.5	NA
Quercus ilex	35.708	73.405	14.3	6.5	NA
Quercus ilex	35.742	73.621	14.3	4.2	NA
Quercus ilex	35.745	73.673	14.3	5.8	NA
Quercus ilex	35.747	73.674	14.3	4.6	NA
Quercus ilex	35.747	73.674	14.3	4.5	NA
Fagus sylvatica	49.507	11.503	14.3	8.9	2.25
Quercus ilex	35.747	73.668	14.4	4	NA
Fagus sylvatica	49.507	11.503	14.4	2.5	1.75
Fagus sylvatica	49.576	11.413	14.4	9.5	3.65
Quercus ilex	35.373	73.808	14.5	5.5	NA
Quercus ilex	35.385	73.803	14.5	2	NA
Quercus ilex	35.728	73.658	14.5	13	NA
Quercus ilex	35.733	73.626	14.5	3.2	NA
Fagus sylvatica	49.449	11.477	14.5	14.6	2.8
Fagus sylvatica	49.45	11.498	14.5	21.2	2.25
Fagus sylvatica	49.507	11.503	14.5	11.8	1.75
Quercus ilex	35.37	73.814	14.6	6.1	NA
Quercus ilex	35.403	73.768	14.6	5	NA
Quercus ilex	35.403	73.768	14.6	3	NA
Quercus ilex	35.641	73.459	14.6	5.5	NA
Quercus ilex	35.641	73.459	14.6	3.8	NA
Quercus ilex	35.646	73.98	14.6	4.3	NA
Quercus ilex	35.646	73.98	14.6	3.5	NA
Quercus ilex	35.708	73.405	14.6	3.8	NA
Quercus ilex	35.745	73.673	14.6	5.3	NA
Quercus ilex	35.747	73.674	14.6	5.1	NA
Fagus sylvatica	49.449	11.477	14.6	15.7	3.05
Fagus sylvatica	49.45	11.498	14.6	16.3	2.75
Quercus ilex	35.726	73.648	14.7	11	NA
Fagus sylvatica	49.449	11.477	14.7	16.6	2.75
Fagus sylvatica	49.507	11.503	14.7	8.6	1.5
Quercus ilex	35.747	73.668	14.8	4.5	NA
Quercus ilex	35.747	73.668	14.8	3	NA
Quercus ilex	35.361	73.761	15	4.1	NA
Quercus ilex	35.373	73.808	15	6.5	NA
Quercus ilex	35.383	73.807	15	5	NA
Quercus ilex	35.385	73.803	15	3	NA
Quercus ilex	35.517	74.306	15	5	NA
Quercus ilex	35.517	74.306	15	5	NA
Quercus ilex	35.517	74.306	15	5.5	NA
Quercus ilex	35.605	73.439	15	11	NA
Quercus ilex	35.605	73.439	15	8.3	NA
Quercus ilex	35.607	73.43	15	7.5	NA
Quercus ilex	35.608	73.42	15	5.5	NA
Quercus ilex	35.61	73.437	15	6.5	NA
Quercus ilex	35.61	73.437	15	6.5	NA
Quercus ilex	35.61	73.437	15	6.5	NA
Quercus ilex	35.61	73.437	15	8	NA
Quercus ilex	35.61	73.44	15	4.5	NA
Quercus ilex	35.611	73.445	15	4.5	NA
Quercus ilex	35.63	73.468	15	3.5	NA
Quercus ilex	35.651	73.536	15	7.7	NA
Quercus ilex	35.654	73.534	15	10	NA
Quercus ilex	35.654	73.534	15	10	NA
Quercus ilex	35.654	73.534	15	11	NA
Quercus ilex	35.727	73.628	15	5.3	NA
Quercus ilex	35.727	73.628	15	5	NA
Quercus ilex	35.727	73.628	15	4.1	NA
Quercus ilex	35.727	73.628	15	6.1	NA
Quercus ilex	35.727	73.628	15	4.6	NA
Quercus ilex	35.727	73.628	15	4.8	NA
Quercus ilex	35.727	73.628	15	4.8	NA
Quercus ilex	35.728	73.658	15	11.3	NA
Quercus ilex	35.728	73.658	15	15	NA
Quercus ilex	35.733	73.626	15	3.1	NA
Quercus ilex	35.733	73.626	15	3.3	NA
Quercus ilex	35.733	73.626	15	3.3	NA
Quercus ilex	35.733	73.626	15	4	NA
Quercus ilex	35.733	73.626	15	4.5	NA
Quercus ilex	35.733	73.626	15	5	NA
Quercus ilex	35.745	73.673	15	5.3	NA
Quercus ilex	35.747	73.668	15	4.2	NA
Fagus sylvatica	49.507	11.503	15	8.9	1.2
Quercus ilex	35.752	73.668	15.1	6	NA
Fagus sylvatica	49.497	11.516	15.1	20.8	2.5
Quercus ilex	35.37	73.814	15.3	7.5	NA
Quercus ilex	35.634	73.463	15.3	4.5	NA
Quercus ilex	35.634	73.463	15.3	2.1	NA
Quercus ilex	35.708	73.405	15.3	4.6	NA
Quercus ilex	35.708	73.405	15.3	5.7	NA
Quercus ilex	35.737	73.673	15.3	6.5	NA
Quercus ilex	35.733	73.626	15.5	6	NA
Quercus ilex	35.753	73.677	15.5	7	NA
Quercus ilex	35.37	73.814	15.6	5.6	NA
Quercus ilex	35.634	73.463	15.6	4.3	NA
Quercus ilex	35.641	73.459	15.6	4.3	NA
Quercus ilex	35.708	73.405	15.6	4	NA
Quercus ilex	35.747	73.674	15.6	5.3	NA
Quercus ilex	35.726	73.648	15.7	12.2	NA
Fagus sylvatica	49.449	11.477	15.8	16.7	3.3
Quercus ilex	35.641	73.459	15.9	5.1	NA
Quercus ilex	35.641	73.459	15.9	5.3	NA
Quercus ilex	35.708	73.405	15.9	6.1	NA
Quercus ilex	35.737	73.673	15.9	7.1	NA
Quercus ilex	35.747	73.674	15.9	4.5	NA
Quercus ilex	35.385	73.803	16	2.5	NA
Quercus ilex	35.517	74.306	16	5	NA
Quercus ilex	35.517	74.306	16	5	NA
Quercus ilex	35.61	73.437	16	9.7	NA
Quercus ilex	35.61	73.437	16	7	NA
Quercus ilex	35.61	73.437	16	8	NA
Quercus ilex	35.61	73.437	16	6	NA
Quercus ilex	35.611	73.445	16	6	NA
Quercus ilex	35.615	73.451	16	8	NA
Quercus ilex	35.615	73.451	16	8.5	NA
Quercus ilex	35.615	73.451	16	5.6	NA
Quercus ilex	35.651	73.536	16	12.4	NA
Quercus ilex	35.651	73.536	16	6	NA
Quercus ilex	35.651	73.536	16	6	NA
Quercus ilex	35.654	73.534	16	7	NA
Quercus ilex	35.654	73.534	16	7	NA
Quercus ilex	35.654	73.534	16	5	NA
Quercus ilex	35.654	73.534	16	10	NA
Quercus ilex	35.654	73.534	16	12	NA
Quercus ilex	35.654	73.534	16	5.5	NA
Quercus ilex	35.654	73.534	16	10	NA
Quercus ilex	35.654	73.534	16	12.5	NA
Quercus ilex	35.727	73.628	16	4.9	NA
Quercus ilex	35.728	73.658	16	10	NA
Quercus ilex	35.728	73.658	16	8	NA
Quercus ilex	35.728	73.658	16	7.4	NA
Quercus ilex	35.729	73.632	16	5	NA
Quercus ilex	35.729	73.632	16	3.8	NA
Quercus ilex	35.733	73.626	16	5.5	NA
Quercus ilex	35.734	73.665	16	11	NA
Quercus ilex	35.734	73.665	16	7	NA
Quercus ilex	35.734	73.665	16	17	NA
Quercus ilex	35.734	73.665	16	6	NA
Quercus ilex	35.734	73.665	16	8.2	NA
Quercus ilex	35.737	73.663	16	3	NA
Quercus ilex	35.737	73.663	16	9.2	NA
Quercus ilex	35.747	73.668	16	3.5	NA
Quercus ilex	35.763	73.414	16	4.1	NA
Quercus ilex	35.767	73.367	16	11.5	NA
Fagus sylvatica	49.449	11.477	16.1	16.4	3.05
Quercus ilex	35.636	73.461	16.2	3.8	NA
Quercus ilex	35.641	73.459	16.2	4.2	NA
Quercus ilex	35.708	73.405	16.2	5.1	NA
Quercus ilex	35.737	73.673	16.2	7.5	NA
Quercus ilex	35.747	73.674	16.2	5.4	NA
Quercus ilex	35.747	73.668	16.5	5	NA
Quercus ilex	35.752	73.668	16.5	4	NA
Quercus ilex	35.37	73.814	16.6	4.1	NA
Quercus ilex	35.634	73.46	16.6	3.2	NA
Quercus ilex	35.634	73.463	16.6	4.9	NA
Quercus ilex	35.634	73.463	16.6	3.1	NA
Quercus ilex	35.641	73.459	16.6	4.1	NA
Quercus ilex	35.708	73.405	16.6	3.1	NA
Fagus sylvatica	49.497	11.516	16.7	21.1	2.75
Fagus sylvatica	49.507	11.503	16.7	9	2.4
Quercus ilex	35.63	73.468	16.9	3.2	NA
Quercus ilex	35.634	73.46	16.9	6.6	NA
Quercus ilex	35.708	73.405	16.9	5.5	NA
Quercus ilex	35.708	73.405	16.9	6.2	NA
Quercus ilex	35.734	73.665	16.9	9	NA
Quercus ilex	35.747	73.674	16.9	7.3	NA
Fagus sylvatica	49.45	11.498	16.9	16.4	2.9
Fagus sylvatica	49.507	11.503	16.9	10.4	2.1
Quercus ilex	35.308	74.071	17	5	NA
Quercus ilex	35.308	74.071	17	3.5	NA
Quercus ilex	35.308	74.071	17	5.1	NA
Quercus ilex	35.308	74.071	17	5	NA
Quercus ilex	35.361	73.761	17	4	NA
Quercus ilex	35.373	73.808	17	5	NA
Quercus ilex	35.373	73.808	17	5.6	NA
Quercus ilex	35.373	73.808	17	6.5	NA
Quercus ilex	35.517	74.306	17	6	NA
Quercus ilex	35.517	74.306	17	5.5	NA
Quercus ilex	35.605	73.439	17	8.7	NA
Quercus ilex	35.608	73.42	17	4.5	NA
Quercus ilex	35.61	73.437	17	10	NA
Quercus ilex	35.611	73.445	17	7	NA
Quercus ilex	35.615	73.451	17	7.5	NA
Quercus ilex	35.651	73.536	17	5.5	NA
Quercus ilex	35.654	73.534	17	10	NA
Quercus ilex	35.669	73.652	17	6	NA
Quercus ilex	35.727	73.382	17	3.5	NA
Quercus ilex	35.727	73.628	17	4.7	NA
Quercus ilex	35.727	73.628	17	3.4	NA
Quercus ilex	35.727	73.628	17	4.3	NA
Quercus ilex	35.727	73.628	17	3.5	NA
Quercus ilex	35.727	73.628	17	5.8	NA
Quercus ilex	35.728	73.658	17	11.7	NA
Quercus ilex	35.728	73.658	17	14	NA
Quercus ilex	35.728	73.658	17	11.8	NA
Quercus ilex	35.733	73.626	17	3.9	NA
Quercus ilex	35.733	73.626	17	5.2	NA
Quercus ilex	35.734	73.665	17	13	NA
Quercus ilex	35.734	73.665	17	7.5	NA
Quercus ilex	35.747	73.668	17	4	NA
Quercus ilex	35.752	73.668	17	6	NA
Quercus ilex	35.752	73.668	17	5	NA
Quercus ilex	35.753	73.677	17	4.6	NA
Quercus ilex	35.767	73.367	17	10	NA
Fagus sylvatica	49.507	11.503	17.1	15.6	2.45
Fagus sylvatica	49.515	11.482	17.1	13.9	3.7
Quercus ilex	35.71	73.402	17.2	6.1	NA
Quercus ilex	35.71	73.402	17.2	6.5	NA
Quercus ilex	35.726	73.648	17.2	13.9	NA
Quercus ilex	35.747	73.674	17.2	2.1	NA
Quercus ilex	35.753	73.677	17.3	4	NA
Quercus ilex	35.753	73.677	17.4	7	NA
Fagus sylvatica	49.45	11.498	17.4	19.9	2.6
Quercus ilex	35.37	73.814	17.5	5.5	NA
Quercus ilex	35.636	73.461	17.5	3.6	NA
Quercus ilex	35.641	73.459	17.5	5.1	NA
Quercus ilex	35.642	73.991	17.5	3	NA
Quercus ilex	35.708	73.405	17.5	6.1	NA
Quercus ilex	35.728	73.658	17.5	15	NA
Quercus ilex	35.728	73.658	17.5	9	NA
Quercus ilex	35.734	73.665	17.5	12	NA
Quercus ilex	35.734	73.665	17.5	13	NA
Quercus ilex	35.734	73.665	17.5	4.5	NA
Quercus ilex	35.734	73.665	17.5	12	NA
Quercus ilex	35.737	73.673	17.5	5.6	NA
Quercus ilex	35.745	73.673	17.5	6.4	NA
Quercus ilex	35.752	73.668	17.5	5.3	NA
Quercus ilex	35.753	73.677	17.5	5	NA
Fagus sylvatica	49.507	11.503	17.5	11.7	1.85
Quercus ilex	35.74	73.674	17.8	5.5	NA
Quercus ilex	35.74	73.674	17.8	6.2	NA
Quercus ilex	35.745	73.673	17.8	5.4	NA
Fagus sylvatica	49.449	11.477	17.8	20.1	4.95
Fagus sylvatica	49.497	11.516	17.9	19.4	2.85
Quercus ilex	35.373	73.808	18	6	NA
Quercus ilex	35.383	73.807	18	3.5	NA
Quercus ilex	35.517	74.306	18	5.5	NA
Quercus ilex	35.517	74.306	18	7.5	NA
Quercus ilex	35.609	73.423	18	5	NA
Quercus ilex	35.61	73.437	18	8	NA
Quercus ilex	35.61	73.437	18	7.5	NA
Quercus ilex	35.61	73.437	18	8	NA
Quercus ilex	35.61	73.437	18	5.5	NA
Quercus ilex	35.61	73.44	18	6	NA
Quercus ilex	35.61	73.44	18	7	NA
Quercus ilex	35.611	73.445	18	6	NA
Quercus ilex	35.611	73.445	18	5	NA
Quercus ilex	35.651	73.536	18	12.4	NA
Quercus ilex	35.654	73.534	18	9	NA
Quercus ilex	35.654	73.534	18	6.5	NA
Quercus ilex	35.722	73.399	18	5	NA
Quercus ilex	35.727	73.382	18	3.8	NA
Quercus ilex	35.727	73.628	18	3.9	NA
Quercus ilex	35.727	73.628	18	4.7	NA
Quercus ilex	35.727	73.628	18	3.7	NA
Quercus ilex	35.727	73.628	18	5.5	NA
Quercus ilex	35.727	73.628	18	4.3	NA
Quercus ilex	35.727	73.628	18	5.2	NA
Quercus ilex	35.728	73.624	18	5	NA
Quercus ilex	35.728	73.658	18	13	NA
Quercus ilex	35.728	73.658	18	12	NA
Quercus ilex	35.733	73.626	18	4.7	NA
Quercus ilex	35.734	73.665	18	14.6	NA
Quercus ilex	35.734	73.665	18	14.6	NA
Quercus ilex	35.734	73.665	18	13	NA
Quercus ilex	35.734	73.665	18	10	NA
Quercus ilex	35.737	73.663	18	5.9	NA
Quercus ilex	35.747	73.668	18	5.9	NA
Quercus ilex	35.753	73.677	18	4.9	NA
Quercus ilex	35.763	73.414	18	6.2	NA
Quercus ilex	35.634	73.463	18.1	3.9	NA
Quercus ilex	35.641	73.459	18.1	3.8	NA
Quercus ilex	35.708	73.405	18.1	5.5	NA
Quercus ilex	35.737	73.673	18.1	5.3	NA
Fagus sylvatica	49.449	11.477	18.1	17	4.2
Quercus ilex	35.753	73.677	18.2	6	NA
Quercus ilex	35.753	73.677	18.2	6.1	NA
Fagus sylvatica	49.507	11.503	18.2	10.7	2.4
Fagus sylvatica	49.507	11.503	18.2	16.1	1.45
Quercus ilex	35.403	73.768	18.4	3.2	NA
Quercus ilex	35.753	73.677	18.4	5.3	NA
Quercus ilex	35.61	73.437	18.5	12.1	NA
Quercus ilex	35.63	73.468	18.5	4.8	NA
Quercus ilex	35.641	73.459	18.5	4.2	NA
Quercus ilex	35.641	73.459	18.5	3.9	NA
Quercus ilex	35.641	73.459	18.5	3.9	NA
Quercus ilex	35.728	73.658	18.5	11	NA
Quercus ilex	35.737	73.673	18.5	4.1	NA
Quercus ilex	35.747	73.668	18.5	4	NA
Quercus ilex	35.752	73.668	18.5	4	NA
Quercus ilex	35.37	73.814	18.8	5	NA
Quercus ilex	35.383	73.807	18.8	6	NA
Quercus ilex	35.634	73.46	18.8	5.9	NA
Quercus ilex	35.634	73.46	18.8	2.8	NA
Quercus ilex	35.708	73.405	18.8	6.5	NA
Quercus ilex	35.737	73.673	18.8	5.4	NA
Quercus ilex	35.747	73.674	18.8	5.6	NA
Fagus sylvatica	49.449	11.477	18.8	16.9	4.7
Fagus sylvatica	49.45	11.498	18.9	21.7	3.85
Quercus ilex	35.373	73.808	19	6	NA
Quercus ilex	35.373	73.808	19	5.5	NA
Quercus ilex	35.385	73.803	19	4.5	NA
Quercus ilex	35.517	74.306	19	6	NA
Quercus ilex	35.517	74.306	19	5	NA
Quercus ilex	35.517	74.306	19	5	NA
Quercus ilex	35.517	74.306	19	5.5	NA
Quercus ilex	35.61	73.437	19	9	NA
Quercus ilex	35.61	73.437	19	8.5	NA
Quercus ilex	35.61	73.437	19	8	NA
Quercus ilex	35.61	73.437	19	7	NA
Quercus ilex	35.611	73.445	19	4	NA
Quercus ilex	35.651	73.536	19	5	NA
Quercus ilex	35.651	73.536	19	6.2	NA
Quercus ilex	35.727	73.628	19	4.3	NA
Quercus ilex	35.727	73.628	19	4.3	NA
Quercus ilex	35.727	73.628	19	3.3	NA
Quercus ilex	35.727	73.628	19	3.7	NA
Quercus ilex	35.727	73.628	19	5	NA
Quercus ilex	35.727	73.628	19	4.8	NA
Quercus ilex	35.727	73.628	19	4.6	NA
Quercus ilex	35.727	73.628	19	5	NA
Quercus ilex	35.727	73.628	19	3.3	NA
Quercus ilex	35.727	73.628	19	4.8	NA
Quercus ilex	35.727	73.628	19	4.9	NA
Quercus ilex	35.727	73.628	19	5.3	NA
Quercus ilex	35.728	73.658	19	13	NA
Quercus ilex	35.733	73.626	19	5	NA
Quercus ilex	35.733	73.626	19	3.7	NA
Quercus ilex	35.733	73.626	19	5.2	NA
Quercus ilex	35.733	73.626	19	5.1	NA
Quercus ilex	35.733	73.626	19	6	NA
Quercus ilex	35.734	73.665	19	8.2	NA
Quercus ilex	35.734	73.665	19	14.6	NA
Quercus ilex	35.734	73.665	19	8	NA
Quercus ilex	35.737	73.663	19	7.9	NA
Quercus ilex	35.753	73.677	19	5	NA
Fagus sylvatica	49.497	11.516	19	24.9	2.8
Quercus ilex	35.639	73.461	19.1	5.6	NA
Quercus ilex	35.641	73.459	19.1	4.1	NA
Quercus ilex	35.643	73.457	19.1	6	NA
Quercus ilex	35.708	73.405	19.1	5.8	NA
Quercus ilex	35.745	73.673	19.1	5.5	NA
Quercus ilex	35.747	73.674	19.1	5.9	NA
Quercus ilex	35.747	73.674	19.1	5.6	NA
Quercus ilex	35.747	73.674	19.1	7.7	NA
Quercus ilex	35.747	73.674	19.1	5.8	NA
Quercus ilex	35.646	73.98	19.4	4.5	NA
Quercus ilex	35.646	73.98	19.4	7	NA
Quercus ilex	35.646	73.98	19.4	4.1	NA
Quercus ilex	35.708	73.405	19.4	4.2	NA
Quercus ilex	35.708	73.405	19.4	7.1	NA
Quercus ilex	35.721	73.605	19.4	5	NA
Quercus ilex	35.737	73.673	19.4	7.2	NA
Quercus ilex	35.74	73.674	19.4	6.8	NA
Quercus ilex	35.747	73.674	19.4	6.1	NA
Quercus ilex	35.61	73.437	19.5	13.2	NA
Quercus ilex	35.641	73.459	19.7	3.9	NA
Quercus ilex	35.708	73.405	19.7	6.1	NA
Quercus ilex	35.713	73.398	19.7	4	NA
Quercus ilex	35.726	73.648	19.7	16.6	NA
Quercus ilex	35.752	73.668	19.7	5	NA
Quercus ilex	35.734	73.665	19.8	5	NA
Quercus ilex	35.734	73.665	19.8	5	NA
Quercus ilex	35.752	73.668	19.8	4	NA
Quercus ilex	35.752	73.668	19.8	5	NA
Quercus ilex	35.308	74.071	20	4.2	NA
Quercus ilex	35.385	73.803	20	6.8	NA
Quercus ilex	35.385	73.803	20	4	NA
Quercus ilex	35.385	73.803	20	4.2	NA
Quercus ilex	35.517	74.306	20	9.2	NA
Quercus ilex	35.517	74.306	20	6	NA
Quercus ilex	35.517	74.306	20	7	NA
Quercus ilex	35.607	73.43	20	6.8	NA
Quercus ilex	35.607	73.43	20	5.8	NA
Quercus ilex	35.607	73.43	20	7.5	NA
Quercus ilex	35.61	73.437	20	12.7	NA
Quercus ilex	35.61	73.437	20	9	NA
Quercus ilex	35.61	73.44	20	9.5	NA
Quercus ilex	35.61	73.44	20	6.5	NA
Quercus ilex	35.61	73.44	20	7	NA
Quercus ilex	35.61	73.44	20	8	NA
Quercus ilex	35.615	73.451	20	9.5	NA
Quercus ilex	35.654	73.534	20	11.5	NA
Quercus ilex	35.654	73.534	20	12	NA
Quercus ilex	35.667	73.642	20	4.5	NA
Quercus ilex	35.669	73.652	20	7.5	NA
Quercus ilex	35.669	73.652	20	5	NA
Quercus ilex	35.718	73.642	20	12.8	NA
Quercus ilex	35.725	73.398	20	5	NA
Quercus ilex	35.727	73.628	20	4.7	NA
Quercus ilex	35.727	73.628	20	4.7	NA
Quercus ilex	35.728	73.658	20	14.9	NA
Quercus ilex	35.728	73.658	20	15	NA
Quercus ilex	35.728	73.658	20	9	NA
Quercus ilex	35.728	73.658	20	13.4	NA
Quercus ilex	35.733	73.626	20	4.5	NA
Quercus ilex	35.734	73.665	20	13	NA
Quercus ilex	35.737	73.663	20	6.7	NA
Quercus ilex	35.752	73.668	20	6.5	NA
Quercus ilex	35.37	73.814	20.1	6.1	NA
Quercus ilex	35.639	73.461	20.1	3.1	NA
Quercus ilex	35.71	73.402	20.1	5	NA
Quercus ilex	35.737	73.673	20.1	3.3	NA
Quercus ilex	35.745	73.673	20.1	5.6	NA
Quercus ilex	35.745	73.673	20.1	6	NA
Quercus ilex	35.747	73.674	20.1	10.1	NA
Quercus ilex	35.747	73.674	20.1	5.5	NA
Fagus sylvatica	49.449	11.477	20.1	22.1	3.3
Fagus sylvatica	49.497	11.516	20.2	21.6	3.65
Fagus sylvatica	49.449	11.477	20.3	NA	3.85
Quercus ilex	35.37	73.814	20.4	6.5	NA
Quercus ilex	35.403	73.768	20.4	10.1	NA
Quercus ilex	35.63	73.468	20.4	5	NA
Quercus ilex	35.634	73.46	20.4	5.7	NA
Quercus ilex	35.642	73.991	20.4	6.8	NA
Quercus ilex	35.642	73.991	20.4	4	NA
Quercus ilex	35.733	73.626	20.5	4.6	NA
Quercus ilex	35.734	73.665	20.5	6	NA
Quercus ilex	35.734	73.665	20.5	17	NA
Quercus ilex	35.752	73.668	20.5	6.2	NA
Quercus ilex	35.753	73.677	20.5	7.2	NA
Quercus ilex	35.747	73.668	20.6	5.5	NA
Quercus ilex	35.37	73.814	20.7	5.3	NA
Quercus ilex	35.37	73.814	20.7	6.5	NA
Quercus ilex	35.641	73.459	20.7	5.1	NA
Fagus sylvatica	49.507	11.503	20.8	11.1	2.7
Fagus sylvatica	49.507	11.503	20.9	16.4	2.4
Fagus sylvatica	49.507	11.503	20.9	9.9	2.45
Quercus ilex	35.308	74.071	21	3.4	NA
Quercus ilex	35.308	74.071	21	3.6	NA
Quercus ilex	35.37	73.814	21	5.9	NA
Quercus ilex	35.385	73.803	21	3.1	NA
Quercus ilex	35.517	74.306	21	5.2	NA
Quercus ilex	35.605	73.439	21	10	NA
Quercus ilex	35.608	73.42	21	6.5	NA
Quercus ilex	35.61	73.437	21	7	NA
Quercus ilex	35.61	73.437	21	10	NA
Quercus ilex	35.61	73.44	21	5.5	NA
Quercus ilex	35.61	73.44	21	7	NA
Quercus ilex	35.615	73.451	21	10	NA
Quercus ilex	35.634	73.463	21	5.3	NA
Quercus ilex	35.641	73.459	21	6	NA
Quercus ilex	35.651	73.536	21	7.5	NA
Quercus ilex	35.667	73.642	21	6.1	NA
Quercus ilex	35.722	73.399	21	4.6	NA
Quercus ilex	35.727	73.628	21	5.2	NA
Quercus ilex	35.727	73.628	21	4.9	NA
Quercus ilex	35.727	73.628	21	5.9	NA
Quercus ilex	35.728	73.658	21	13	NA
Quercus ilex	35.728	73.658	21	11.8	NA
Quercus ilex	35.729	73.632	21	6.9	NA
Quercus ilex	35.733	73.626	21	4.2	NA
Quercus ilex	35.734	73.665	21	13	NA
Quercus ilex	35.734	73.665	21	15	NA
Quercus ilex	35.734	73.665	21	11.4	NA
Quercus ilex	35.737	73.663	21	8.3	NA
Quercus ilex	35.747	73.674	21	5.3	NA
Quercus ilex	35.747	73.674	21	6.5	NA
Quercus ilex	35.753	73.677	21	6	NA
Quercus ilex	35.767	73.367	21	11.5	NA
Quercus ilex	35.726	73.648	21.2	18.6	NA
Quercus ilex	35.728	73.658	21.2	11	NA
Quercus ilex	35.734	73.665	21.2	17	NA
Quercus ilex	35.639	73.461	21.3	3.6	NA
Quercus ilex	35.639	73.461	21.3	3.9	NA
Quercus ilex	35.71	73.402	21.3	4	NA
Quercus ilex	35.737	73.673	21.3	7.4	NA
Quercus ilex	35.737	73.673	21.3	5.4	NA
Quercus ilex	35.745	73.673	21.3	5.7	NA
Quercus ilex	35.745	73.673	21.3	6.5	NA
Fagus sylvatica	49.507	11.503	21.3	7.2	2.15
Quercus ilex	35.642	73.991	21.4	2.7	NA
Fagus sylvatica	49.45	11.479	21.4	2.5	1.4
Quercus ilex	35.726	73.648	21.5	11.7	NA
Quercus ilex	35.734	73.665	21.5	17	NA
Quercus ilex	35.37	73.814	21.6	5.8	NA
Quercus ilex	35.74	73.674	21.6	6	NA
Fagus sylvatica	49.45	11.479	21.6	24.3	2.75
Fagus sylvatica	49.45	11.479	21.8	21.3	3.25
Quercus ilex	35.383	73.807	21.9	4.5	NA
Fagus sylvatica	49.45	11.479	21.9	20.7	1.5
Quercus ilex	35.308	74.071	22	5.7	NA
Quercus ilex	35.308	74.071	22	7.7	NA
