Stadtbezirk;Jahr;Durchschnittsalter;Geo Shape;geo_point_2d
Altstadt;2019;39.1;"{""coordinates"": [[[[9.9518816881, 49.796524964], [9.9518187428, 49.7963808248], [9.9517826973, 49.7962804599], [9.9517432397, 49.7961687939], [9.951565958, 49.7956759766], [9.951376504, 49.7951579747], [9.9513480738, 49.7950838966], [9.9513118571, 49.7949968117], [9.9512716135, 49.7949102172], [9.9512279802, 49.794825272], [9.9511785143, 49.7947406715], [9.9511313687, 49.7946668235], [9.9510706858, 49.7945780055], [9.950838257, 49.7942519048], [9.9505270912, 49.7938138133], [9.9504931873, 49.7937650094], [9.9504620034, 49.7937172487], [9.9504212996, 49.7936514314], [9.9503453198, 49.7935224409], [9.9503106844, 49.7934707748], [9.9502451058, 49.7933857546], [9.9501642175, 49.7932916559], [9.9500802061, 49.7931988508], [9.9499924023, 49.7931070578], [9.949900622, 49.7930173519], [9.9498061673, 49.7929284978], [9.949659558, 49.7927984557], [9.949249156, 49.7924496732], [9.948979362, 49.7922199689], [9.9488414503, 49.7920987591], [9.9487388613, 49.7920057411], [9.9484126704, 49.7916324666], [9.9482156153, 49.7914014096], [9.9480768895, 49.7912461925], [9.9480062535, 49.7911691459], [9.9479344863, 49.7910927118], [9.9477851184, 49.7909414896], [9.9476315969, 49.7907918104], [9.9474490761, 49.7906236812], [9.9474440604, 49.7906272783], [9.9474326787, 49.7906169148], [9.9474392027, 49.7906137939], [9.9472727076, 49.7904699802], [9.9471028063, 49.7903281062], [9.9469275602, 49.7901887806], [9.9467481359, 49.7900519399], [9.946564585, 49.7899172929], [9.9463780355, 49.7897843861], [9.9461888644, 49.7896527297], [9.9460453662, 49.7895550932], [9.9459304936, 49.7894788757], [9.9459157659, 49.7894887709], [9.9455116971, 49.7892500608], [9.9452319197, 49.7890755368], [9.9451480606, 49.7890271045], [9.9433256442, 49.7893224423], [9.9420872605, 49.7895489993], [9.9419655772, 49.7894116254], [9.9418090957, 49.7893653334], [9.9404923972, 49.7890684587], [9.9401785151, 49.7890007901], [9.9400055113, 49.788895259], [9.9397111057, 49.788706855], [9.9393893202, 49.7884838428], [9.9391297834, 49.7882649366], [9.9389509163, 49.7881575228], [9.9386120644, 49.788111125], [9.9382735138, 49.7880585162], [9.9379616965, 49.787941253], [9.9377042052, 49.7877875935], [9.9375630817, 49.7875750307], [9.9374385672, 49.7869905169], [9.9373432795, 49.7868923048], [9.9368332969, 49.7868381071], [9.936145082, 49.7867677763], [9.9348562464, 49.7864665052], [9.9344779812, 49.7863567874], [9.9333931991, 49.786028523], [9.9323338068, 49.7857444092], [9.9320675568, 49.7857598423], [9.9290211726, 49.7854021897], [9.9269111401, 49.7851372391], [9.9266641362, 49.7871277964], [9.9265773032, 49.7880331023], [9.9255588655, 49.7880933294], [9.9255530775, 49.7880955648], [9.9254821903, 49.7881201142], [9.9250961137, 49.788252606], [9.9248837212, 49.7883221833], [9.9248656586, 49.7883254608], [9.9246197734, 49.7884138172], [9.9245195403, 49.788445942], [9.9244889534, 49.7884566403], [9.9240397467, 49.7886130569], [9.9240346437, 49.788569269], [9.9240106521, 49.7884652716], [9.9240075605, 49.7884228711], [9.9239864208, 49.7883603768], [9.9239942265, 49.7882962361], [9.9239707746, 49.788265716], [9.9239533702, 49.7882200201], [9.9239343657, 49.7881828357], [9.9239238646, 49.7881515519], [9.9239034565, 49.7881248598], [9.9238778142, 49.7881072452], [9.9238683823, 49.7880737327], [9.9238670168, 49.788063192], [9.9238595116, 49.7880600952], [9.9238328993, 49.7880492052], [9.9238051819, 49.7880382022], [9.923788508, 49.7880386257], [9.9237747543, 49.7880389211], [9.9235768308, 49.788055363], [9.9235771044, 49.7880621075], [9.9234445791, 49.7880679356], [9.9233897421, 49.7880681319], [9.92335507, 49.7880674275], [9.9233176093, 49.7880834775], [9.9230693472, 49.7880952512], [9.9230634269, 49.7881335166], [9.9229687358, 49.7881340787], [9.9228995267, 49.7881260059], [9.9228166453, 49.7881195734], [9.9227783489, 49.7881061215], [9.9227250897, 49.7880952754], [9.9226594908, 49.7880932109], [9.9226604312, 49.7880842385], [9.9224981351, 49.7880797429], [9.9224674645, 49.7880728167], [9.9224450341, 49.7880712504], [9.9224444217, 49.7880597334], [9.9223040566, 49.7880604348], [9.922131482, 49.7880642382], [9.9221072175, 49.7880633508], [9.9221080151, 49.7880737933], [9.9220762858, 49.7880785251], [9.922033738, 49.7880797358], [9.9219239251, 49.7880756875], [9.9217939048, 49.7880765118], [9.9217723846, 49.7880763988], [9.9215359542, 49.7880764935], [9.9214387783, 49.7880864305], [9.9213643842, 49.7880903057], [9.9213399239, 49.7880999361], [9.9212591535, 49.788100995], [9.9211100235, 49.7881187111], [9.920982718, 49.7881135536], [9.9208647076, 49.7881186513], [9.9208631242, 49.7881070235], [9.9207930347, 49.7881217845], [9.9206669481, 49.7881527129], [9.9205574492, 49.7881696334], [9.9205128734, 49.7881854655], [9.9204788747, 49.7881880023], [9.9204330277, 49.7881884388], [9.9202700033, 49.7881784118], [9.9201596519, 49.7881862336], [9.9201257875, 49.7881885935], [9.9200056404, 49.7881974071], [9.9199441512, 49.7881894724], [9.919825807, 49.78818672], [9.9197344484, 49.7881894861], [9.9196214189, 49.788179455], [9.9195067513, 49.7881720037], [9.9194567259, 49.7881727248], [9.9194996188, 49.7878536981], [9.9193564572, 49.7878491389], [9.9186373881, 49.7878288689], [9.9182778033, 49.7878267058], [9.9177462169, 49.7878231698], [9.9170904421, 49.7878663626], [9.9167973621, 49.7879352357], [9.9165387614, 49.7879962455], [9.9161745258, 49.788088824], [9.9161700942, 49.7880917123], [9.9160969912, 49.7881373467], [9.9159534071, 49.7882140038], [9.915868814, 49.7882370417], [9.9158600215, 49.7882380537], [9.915561987, 49.7882714003], [9.915407712, 49.7882887888], [9.9152552972, 49.7883048614], [9.9150368062, 49.7883276964], [9.9149128062, 49.7883399261], [9.9148958884, 49.7897449524], [9.9147971717, 49.7915886965], [9.915566755, 49.7917933855], [9.9159279892, 49.7919522138], [9.9166622628, 49.7924795825], [9.9175486459, 49.7931042411], [9.9178539809, 49.7939512454], [9.9179161789, 49.793942087], [9.9179720682, 49.7941219331], [9.918156833, 49.7947168789], [9.9168174676, 49.7952923027], [9.9168371495, 49.7954177589], [9.9169664827, 49.7962310919], [9.9169769616, 49.7962813603], [9.9169888293, 49.7963251788], [9.9170046956, 49.7963696969], [9.9170242058, 49.7964134692], [9.9170485169, 49.796455441], [9.9170796958, 49.7964960102], [9.9171155291, 49.7965349577], [9.9171567728, 49.7965708589], [9.9172024592, 49.7966036093], [9.9172538989, 49.7966350256], [9.9173087901, 49.7966637191], [9.9173664235, 49.7966900409], [9.9174242807, 49.7967143879], [9.9175034112, 49.7967447876], [9.9177358519, 49.7968286104], [9.9177600101, 49.7968324664], [9.9178071579, 49.7968350303], [9.9179597866, 49.7968896979], [9.9179955932, 49.7969200295], [9.9180100143, 49.7969271226], [9.9182027699, 49.7971412179], [9.920230811, 49.79785851], [9.9212625097, 49.7981931555], [9.9215534659, 49.7983854909], [9.9230726141, 49.798912315], [9.9222929245, 49.799673242], [9.9202376801, 49.8012491093], [9.9183184154, 49.8025431872], [9.9172287732, 49.8031066684], [9.9158689361, 49.8036034175], [9.9154989731, 49.8036686549], [9.9155725303, 49.8042452392], [9.9170740048, 49.8041131688], [9.9203703441, 49.8036960614], [9.9256105871, 49.8030545943], [9.9308777209, 49.802782232], [9.9347777773, 49.8024199814], [9.9380361232, 49.8019724517], [9.9423135068, 49.8009078657], [9.9465885519, 49.8002080532], [9.9484549151, 49.7999520969], [9.9495522011, 49.7995068532], [9.9502635275, 49.7989854369], [9.9507972234, 49.7983006507], [9.9508725549, 49.7982053997], [9.9509747336, 49.7980604448], [9.9511070293, 49.7978517285], [9.9511261951, 49.7978156478], [9.9512151184, 49.7976440253], [9.9515571431, 49.7973229972], [9.951610583, 49.7971026809], [9.951637783, 49.7969895391], [9.9516565396, 49.7969592164], [9.9516845364, 49.7967545255], [9.9517169062, 49.796754105], [9.9517497499, 49.7965520254], [9.9518816881, 49.796524964]]]], ""type"": ""MultiPolygon""}";49.7947572328,9.93258774553
Altstadt;2018;39.1;"{""coordinates"": [[[[9.9518816881, 49.796524964], [9.9518187428, 49.7963808248], [9.9517826973, 49.7962804599], [9.9517432397, 49.7961687939], [9.951565958, 49.7956759766], [9.951376504, 49.7951579747], [9.9513480738, 49.7950838966], [9.9513118571, 49.7949968117], [9.9512716135, 49.7949102172], [9.9512279802, 49.794825272], [9.9511785143, 49.7947406715], [9.9511313687, 49.7946668235], [9.9510706858, 49.7945780055], [9.950838257, 49.7942519048], [9.9505270912, 49.7938138133], [9.9504931873, 49.7937650094], [9.9504620034, 49.7937172487], [9.9504212996, 49.7936514314], [9.9503453198, 49.7935224409], [9.9503106844, 49.7934707748], [9.9502451058, 49.7933857546], [9.9501642175, 49.7932916559], [9.9500802061, 49.7931988508], [9.9499924023, 49.7931070578], [9.949900622, 49.7930173519], [9.9498061673, 49.7929284978], [9.949659558, 49.7927984557], [9.949249156, 49.7924496732], [9.948979362, 49.7922199689], [9.9488414503, 49.7920987591], [9.9487388613, 49.7920057411], [9.9484126704, 49.7916324666], [9.9482156153, 49.7914014096], [9.9480768895, 49.7912461925], [9.9480062535, 49.7911691459], [9.9479344863, 49.7910927118], [9.9477851184, 49.7909414896], [9.9476315969, 49.7907918104], [9.9474490761, 49.7906236812], [9.9474440604, 49.7906272783], [9.9474326787, 49.7906169148], [9.9474392027, 49.7906137939], [9.9472727076, 49.7904699802], [9.9471028063, 49.7903281062], [9.9469275602, 49.7901887806], [9.9467481359, 49.7900519399], [9.946564585, 49.7899172929], [9.9463780355, 49.7897843861], [9.9461888644, 49.7896527297], [9.9460453662, 49.7895550932], [9.9459304936, 49.7894788757], [9.9459157659, 49.7894887709], [9.9455116971, 49.7892500608], [9.9452319197, 49.7890755368], [9.9451480606, 49.7890271045], [9.9433256442, 49.7893224423], [9.9420872605, 49.7895489993], [9.9419655772, 49.7894116254], [9.9418090957, 49.7893653334], [9.9404923972, 49.7890684587], [9.9401785151, 49.7890007901], [9.9400055113, 49.788895259], [9.9397111057, 49.788706855], [9.9393893202, 49.7884838428], [9.9391297834, 49.7882649366], [9.9389509163, 49.7881575228], [9.9386120644, 49.788111125], [9.9382735138, 49.7880585162], [9.9379616965, 49.787941253], [9.9377042052, 49.7877875935], [9.9375630817, 49.7875750307], [9.9374385672, 49.7869905169], [9.9373432795, 49.7868923048], [9.9368332969, 49.7868381071], [9.936145082, 49.7867677763], [9.9348562464, 49.7864665052], [9.9344779812, 49.7863567874], [9.9333931991, 49.786028523], [9.9323338068, 49.7857444092], [9.9320675568, 49.7857598423], [9.9290211726, 49.7854021897], [9.9269111401, 49.7851372391], [9.9266641362, 49.7871277964], [9.9265773032, 49.7880331023], [9.9255588655, 49.7880933294], [9.9255530775, 49.7880955648], [9.9254821903, 49.7881201142], [9.9250961137, 49.788252606], [9.9248837212, 49.7883221833], [9.9248656586, 49.7883254608], [9.9246197734, 49.7884138172], [9.9245195403, 49.788445942], [9.9244889534, 49.7884566403], [9.9240397467, 49.7886130569], [9.9240346437, 49.788569269], [9.9240106521, 49.7884652716], [9.9240075605, 49.7884228711], [9.9239864208, 49.7883603768], [9.9239942265, 49.7882962361], [9.9239707746, 49.788265716], [9.9239533702, 49.7882200201], [9.9239343657, 49.7881828357], [9.9239238646, 49.7881515519], [9.9239034565, 49.7881248598], [9.9238778142, 49.7881072452], [9.9238683823, 49.7880737327], [9.9238670168, 49.788063192], [9.9238595116, 49.7880600952], [9.9238328993, 49.7880492052], [9.9238051819, 49.7880382022], [9.923788508, 49.7880386257], [9.9237747543, 49.7880389211], [9.9235768308, 49.788055363], [9.9235771044, 49.7880621075], [9.9234445791, 49.7880679356], [9.9233897421, 49.7880681319], [9.92335507, 49.7880674275], [9.9233176093, 49.7880834775], [9.9230693472, 49.7880952512], [9.9230634269, 49.7881335166], [9.9229687358, 49.7881340787], [9.9228995267, 49.7881260059], [9.9228166453, 49.7881195734], [9.9227783489, 49.7881061215], [9.9227250897, 49.7880952754], [9.9226594908, 49.7880932109], [9.9226604312, 49.7880842385], [9.9224981351, 49.7880797429], [9.9224674645, 49.7880728167], [9.9224450341, 49.7880712504], [9.9224444217, 49.7880597334], [9.9223040566, 49.7880604348], [9.922131482, 49.7880642382], [9.9221072175, 49.7880633508], [9.9221080151, 49.7880737933], [9.9220762858, 49.7880785251], [9.922033738, 49.7880797358], [9.9219239251, 49.7880756875], [9.9217939048, 49.7880765118], [9.9217723846, 49.7880763988], [9.9215359542, 49.7880764935], [9.9214387783, 49.7880864305], [9.9213643842, 49.7880903057], [9.9213399239, 49.7880999361], [9.9212591535, 49.788100995], [9.9211100235, 49.7881187111], [9.920982718, 49.7881135536], [9.9208647076, 49.7881186513], [9.9208631242, 49.7881070235], [9.9207930347, 49.7881217845], [9.9206669481, 49.7881527129], [9.9205574492, 49.7881696334], [9.9205128734, 49.7881854655], [9.9204788747, 49.7881880023], [9.9204330277, 49.7881884388], [9.9202700033, 49.7881784118], [9.9201596519, 49.7881862336], [9.9201257875, 49.7881885935], [9.9200056404, 49.7881974071], [9.9199441512, 49.7881894724], [9.919825807, 49.78818672], [9.9197344484, 49.7881894861], [9.9196214189, 49.788179455], [9.9195067513, 49.7881720037], [9.9194567259, 49.7881727248], [9.9194996188, 49.7878536981], [9.9193564572, 49.7878491389], [9.9186373881, 49.7878288689], [9.9182778033, 49.7878267058], [9.9177462169, 49.7878231698], [9.9170904421, 49.7878663626], [9.9167973621, 49.7879352357], [9.9165387614, 49.7879962455], [9.9161745258, 49.788088824], [9.9161700942, 49.7880917123], [9.9160969912, 49.7881373467], [9.9159534071, 49.7882140038], [9.915868814, 49.7882370417], [9.9158600215, 49.7882380537], [9.915561987, 49.7882714003], [9.915407712, 49.7882887888], [9.9152552972, 49.7883048614], [9.9150368062, 49.7883276964], [9.9149128062, 49.7883399261], [9.9148958884, 49.7897449524], [9.9147971717, 49.7915886965], [9.915566755, 49.7917933855], [9.9159279892, 49.7919522138], [9.9166622628, 49.7924795825], [9.9175486459, 49.7931042411], [9.9178539809, 49.7939512454], [9.9179161789, 49.793942087], [9.9179720682, 49.7941219331], [9.918156833, 49.7947168789], [9.9168174676, 49.7952923027], [9.9168371495, 49.7954177589], [9.9169664827, 49.7962310919], [9.9169769616, 49.7962813603], [9.9169888293, 49.7963251788], [9.9170046956, 49.7963696969], [9.9170242058, 49.7964134692], [9.9170485169, 49.796455441], [9.9170796958, 49.7964960102], [9.9171155291, 49.7965349577], [9.9171567728, 49.7965708589], [9.9172024592, 49.7966036093], [9.9172538989, 49.7966350256], [9.9173087901, 49.7966637191], [9.9173664235, 49.7966900409], [9.9174242807, 49.7967143879], [9.9175034112, 49.7967447876], [9.9177358519, 49.7968286104], [9.9177600101, 49.7968324664], [9.9178071579, 49.7968350303], [9.9179597866, 49.7968896979], [9.9179955932, 49.7969200295], [9.9180100143, 49.7969271226], [9.9182027699, 49.7971412179], [9.920230811, 49.79785851], [9.9212625097, 49.7981931555], [9.9215534659, 49.7983854909], [9.9230726141, 49.798912315], [9.9222929245, 49.799673242], [9.9202376801, 49.8012491093], [9.9183184154, 49.8025431872], [9.9172287732, 49.8031066684], [9.9158689361, 49.8036034175], [9.9154989731, 49.8036686549], [9.9155725303, 49.8042452392], [9.9170740048, 49.8041131688], [9.9203703441, 49.8036960614], [9.9256105871, 49.8030545943], [9.9308777209, 49.802782232], [9.9347777773, 49.8024199814], [9.9380361232, 49.8019724517], [9.9423135068, 49.8009078657], [9.9465885519, 49.8002080532], [9.9484549151, 49.7999520969], [9.9495522011, 49.7995068532], [9.9502635275, 49.7989854369], [9.9507972234, 49.7983006507], [9.9508725549, 49.7982053997], [9.9509747336, 49.7980604448], [9.9511070293, 49.7978517285], [9.9511261951, 49.7978156478], [9.9512151184, 49.7976440253], [9.9515571431, 49.7973229972], [9.951610583, 49.7971026809], [9.951637783, 49.7969895391], [9.9516565396, 49.7969592164], [9.9516845364, 49.7967545255], [9.9517169062, 49.796754105], [9.9517497499, 49.7965520254], [9.9518816881, 49.796524964]]]], ""type"": ""MultiPolygon""}";49.7947572328,9.93258774553
Altstadt;2014;40.1;"{""coordinates"": [[[[9.9518816881, 49.796524964], [9.9518187428, 49.7963808248], [9.9517826973, 49.7962804599], [9.9517432397, 49.7961687939], [9.951565958, 49.7956759766], [9.951376504, 49.7951579747], [9.9513480738, 49.7950838966], [9.9513118571, 49.7949968117], [9.9512716135, 49.7949102172], [9.9512279802, 49.794825272], [9.9511785143, 49.7947406715], [9.9511313687, 49.7946668235], [9.9510706858, 49.7945780055], [9.950838257, 49.7942519048], [9.9505270912, 49.7938138133], [9.9504931873, 49.7937650094], [9.9504620034, 49.7937172487], [9.9504212996, 49.7936514314], [9.9503453198, 49.7935224409], [9.9503106844, 49.7934707748], [9.9502451058, 49.7933857546], [9.9501642175, 49.7932916559], [9.9500802061, 49.7931988508], [9.9499924023, 49.7931070578], [9.949900622, 49.7930173519], [9.9498061673, 49.7929284978], [9.949659558, 49.7927984557], [9.949249156, 49.7924496732], [9.948979362, 49.7922199689], [9.9488414503, 49.7920987591], [9.9487388613, 49.7920057411], [9.9484126704, 49.7916324666], [9.9482156153, 49.7914014096], [9.9480768895, 49.7912461925], [9.9480062535, 49.7911691459], [9.9479344863, 49.7910927118], [9.9477851184, 49.7909414896], [9.9476315969, 49.7907918104], [9.9474490761, 49.7906236812], [9.9474440604, 49.7906272783], [9.9474326787, 49.7906169148], [9.9474392027, 49.7906137939], [9.9472727076, 49.7904699802], [9.9471028063, 49.7903281062], [9.9469275602, 49.7901887806], [9.9467481359, 49.7900519399], [9.946564585, 49.7899172929], [9.9463780355, 49.7897843861], [9.9461888644, 49.7896527297], [9.9460453662, 49.7895550932], [9.9459304936, 49.7894788757], [9.9459157659, 49.7894887709], [9.9455116971, 49.7892500608], [9.9452319197, 49.7890755368], [9.9451480606, 49.7890271045], [9.9433256442, 49.7893224423], [9.9420872605, 49.7895489993], [9.9419655772, 49.7894116254], [9.9418090957, 49.7893653334], [9.9404923972, 49.7890684587], [9.9401785151, 49.7890007901], [9.9400055113, 49.788895259], [9.9397111057, 49.788706855], [9.9393893202, 49.7884838428], [9.9391297834, 49.7882649366], [9.9389509163, 49.7881575228], [9.9386120644, 49.788111125], [9.9382735138, 49.7880585162], [9.9379616965, 49.787941253], [9.9377042052, 49.7877875935], [9.9375630817, 49.7875750307], [9.9374385672, 49.7869905169], [9.9373432795, 49.7868923048], [9.9368332969, 49.7868381071], [9.936145082, 49.7867677763], [9.9348562464, 49.7864665052], [9.9344779812, 49.7863567874], [9.9333931991, 49.786028523], [9.9323338068, 49.7857444092], [9.9320675568, 49.7857598423], [9.9290211726, 49.7854021897], [9.9269111401, 49.7851372391], [9.9266641362, 49.7871277964], [9.9265773032, 49.7880331023], [9.9255588655, 49.7880933294], [9.9255530775, 49.7880955648], [9.9254821903, 49.7881201142], [9.9250961137, 49.788252606], [9.9248837212, 49.7883221833], [9.9248656586, 49.7883254608], [9.9246197734, 49.7884138172], [9.9245195403, 49.788445942], [9.9244889534, 49.7884566403], [9.9240397467, 49.7886130569], [9.9240346437, 49.788569269], [9.9240106521, 49.7884652716], [9.9240075605, 49.7884228711], [9.9239864208, 49.7883603768], [9.9239942265, 49.7882962361], [9.9239707746, 49.788265716], [9.9239533702, 49.7882200201], [9.9239343657, 49.7881828357], [9.9239238646, 49.7881515519], [9.9239034565, 49.7881248598], [9.9238778142, 49.7881072452], [9.9238683823, 49.7880737327], [9.9238670168, 49.788063192], [9.9238595116, 49.7880600952], [9.9238328993, 49.7880492052], [9.9238051819, 49.7880382022], [9.923788508, 49.7880386257], [9.9237747543, 49.7880389211], [9.9235768308, 49.788055363], [9.9235771044, 49.7880621075], [9.9234445791, 49.7880679356], [9.9233897421, 49.7880681319], [9.92335507, 49.7880674275], [9.9233176093, 49.7880834775], [9.9230693472, 49.7880952512], [9.9230634269, 49.7881335166], [9.9229687358, 49.7881340787], [9.9228995267, 49.7881260059], [9.9228166453, 49.7881195734], [9.9227783489, 49.7881061215], [9.9227250897, 49.7880952754], [9.9226594908, 49.7880932109], [9.9226604312, 49.7880842385], [9.9224981351, 49.7880797429], [9.9224674645, 49.7880728167], [9.9224450341, 49.7880712504], [9.9224444217, 49.7880597334], [9.9223040566, 49.7880604348], [9.922131482, 49.7880642382], [9.9221072175, 49.7880633508], [9.9221080151, 49.7880737933], [9.9220762858, 49.7880785251], [9.922033738, 49.7880797358], [9.9219239251, 49.7880756875], [9.9217939048, 49.7880765118], [9.9217723846, 49.7880763988], [9.9215359542, 49.7880764935], [9.9214387783, 49.7880864305], [9.9213643842, 49.7880903057], [9.9213399239, 49.7880999361], [9.9212591535, 49.788100995], [9.9211100235, 49.7881187111], [9.920982718, 49.7881135536], [9.9208647076, 49.7881186513], [9.9208631242, 49.7881070235], [9.9207930347, 49.7881217845], [9.9206669481, 49.7881527129], [9.9205574492, 49.7881696334], [9.9205128734, 49.7881854655], [9.9204788747, 49.7881880023], [9.9204330277, 49.7881884388], [9.9202700033, 49.7881784118], [9.9201596519, 49.7881862336], [9.9201257875, 49.7881885935], [9.9200056404, 49.7881974071], [9.9199441512, 49.7881894724], [9.919825807, 49.78818672], [9.9197344484, 49.7881894861], [9.9196214189, 49.788179455], [9.9195067513, 49.7881720037], [9.9194567259, 49.7881727248], [9.9194996188, 49.7878536981], [9.9193564572, 49.7878491389], [9.9186373881, 49.7878288689], [9.9182778033, 49.7878267058], [9.9177462169, 49.7878231698], [9.9170904421, 49.7878663626], [9.9167973621, 49.7879352357], [9.9165387614, 49.7879962455], [9.9161745258, 49.788088824], [9.9161700942, 49.7880917123], [9.9160969912, 49.7881373467], [9.9159534071, 49.7882140038], [9.915868814, 49.7882370417], [9.9158600215, 49.7882380537], [9.915561987, 49.7882714003], [9.915407712, 49.7882887888], [9.9152552972, 49.7883048614], [9.9150368062, 49.7883276964], [9.9149128062, 49.7883399261], [9.9148958884, 49.7897449524], [9.9147971717, 49.7915886965], [9.915566755, 49.7917933855], [9.9159279892, 49.7919522138], [9.9166622628, 49.7924795825], [9.9175486459, 49.7931042411], [9.9178539809, 49.7939512454], [9.9179161789, 49.793942087], [9.9179720682, 49.7941219331], [9.918156833, 49.7947168789], [9.9168174676, 49.7952923027], [9.9168371495, 49.7954177589], [9.9169664827, 49.7962310919], [9.9169769616, 49.7962813603], [9.9169888293, 49.7963251788], [9.9170046956, 49.7963696969], [9.9170242058, 49.7964134692], [9.9170485169, 49.796455441], [9.9170796958, 49.7964960102], [9.9171155291, 49.7965349577], [9.9171567728, 49.7965708589], [9.9172024592, 49.7966036093], [9.9172538989, 49.7966350256], [9.9173087901, 49.7966637191], [9.9173664235, 49.7966900409], [9.9174242807, 49.7967143879], [9.9175034112, 49.7967447876], [9.9177358519, 49.7968286104], [9.9177600101, 49.7968324664], [9.9178071579, 49.7968350303], [9.9179597866, 49.7968896979], [9.9179955932, 49.7969200295], [9.9180100143, 49.7969271226], [9.9182027699, 49.7971412179], [9.920230811, 49.79785851], [9.9212625097, 49.7981931555], [9.9215534659, 49.7983854909], [9.9230726141, 49.798912315], [9.9222929245, 49.799673242], [9.9202376801, 49.8012491093], [9.9183184154, 49.8025431872], [9.9172287732, 49.8031066684], [9.9158689361, 49.8036034175], [9.9154989731, 49.8036686549], [9.9155725303, 49.8042452392], [9.9170740048, 49.8041131688], [9.9203703441, 49.8036960614], [9.9256105871, 49.8030545943], [9.9308777209, 49.802782232], [9.9347777773, 49.8024199814], [9.9380361232, 49.8019724517], [9.9423135068, 49.8009078657], [9.9465885519, 49.8002080532], [9.9484549151, 49.7999520969], [9.9495522011, 49.7995068532], [9.9502635275, 49.7989854369], [9.9507972234, 49.7983006507], [9.9508725549, 49.7982053997], [9.9509747336, 49.7980604448], [9.9511070293, 49.7978517285], [9.9511261951, 49.7978156478], [9.9512151184, 49.7976440253], [9.9515571431, 49.7973229972], [9.951610583, 49.7971026809], [9.951637783, 49.7969895391], [9.9516565396, 49.7969592164], [9.9516845364, 49.7967545255], [9.9517169062, 49.796754105], [9.9517497499, 49.7965520254], [9.9518816881, 49.796524964]]]], ""type"": ""MultiPolygon""}";49.7947572328,9.93258774553
